session_id,host_timestamp,epc,antenna,read_count,reader_timestamp
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:9.872
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:9.952
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:9.996
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.034
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.073
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.115
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.153
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.194
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.233
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.249
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.290
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.328
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.369
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.408
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.447
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.486
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.504
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.542
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.584
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.623
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.803
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.831
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.873
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.911
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.950
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:10.989
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:11.013
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:11.053
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:11.091
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:11.130
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:11.504
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:11.524
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:11.564
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:11.602
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:11.641
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:11.681
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:11.722
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:11.761
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:11.780
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:11.820
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:11.861
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:11.898
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:11.939
20260411_123808,2026-04-11T12:38:12.020,E28068900000000165E588A9,1,1,2026-4-11T12:38:11.977
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.017
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.035
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.073
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.114
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.152
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.191
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.231
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.269
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.289
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.329
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.370
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.409
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.447
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.486
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.526
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.541
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.582
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.621
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.661
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.701
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.740
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.779
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.798
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.838
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.878
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.918
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.958
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:12.997
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:13.037
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:13.054
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:13.094
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:13.133
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:13.175
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:13.214
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:19.771
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:19.796
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:19.837
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:19.875
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:19.914
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:19.953
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:19.979
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:20.019
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:20.058
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:20.096
20260411_123808,2026-04-11T12:38:20.179,E28068900000000165E588A9,1,1,2026-4-11T12:38:20.136
